id	name	symbol	chromosome	start	stop
PA165378418	GRIK1 antisense RNA 1	GRIK1-AS1	21	29748175 	29764006 
PA165378440	GRIK1 antisense RNA 2	GRIK1-AS2	21	29596040 	29630747 
PA164741600	glutamate ionotropic receptor kainate type subunit 2	GRIK2	6	101393708 	102070083 
PA28975	glutamate ionotropic receptor kainate type subunit 3	GRIK3	1	36795527 	37034243 
PA28976	glutamate ionotropic receptor kainate type subunit 4	GRIK4	11	120511746 	120988805 
PA28977	glutamate ionotropic receptor kainate type subunit 5	GRIK5	19	41998316 	42071804 
PA28978	glutamate ionotropic receptor NMDA type subunit 1	GRIN1	9	137139092 	137168762 
PA28979	glutamate ionotropic receptor NMDA type subunit 2A	GRIN2A	16	9753404 	10183364 
PA28980	glutamate ionotropic receptor NMDA type subunit 2B	GRIN2B	12	13537337 	13982012 
PA28981	glutamate ionotropic receptor NMDA type subunit 2C	GRIN2C	17	74842021 	74860843 
PA28982	glutamate ionotropic receptor NMDA type subunit 2D	GRIN2D	19	48394875 	48444937 
PA28983	glutamate ionotropic receptor NMDA type subunit 3A	GRIN3A	9	101569352 	101738580 
PA28984	glutamate ionotropic receptor NMDA type subunit 3B	GRIN3B	19	1000419 	1009814 
PA28985	glutamate ionotropic receptor NMDA type subunit associated protein 1	GRINA	8	143990058 	143993415 
PA38652	glutamate receptor interacting protein 1	GRIP1	12	66347431 	67069265 
PA134986170	glutamate receptor interacting protein 2	GRIP2	3	14489111 	14602996 
PA38650	GRIP1 associated protein 1	GRIPAP1	X	48973720 	49002264 
PA34391	G protein-coupled receptor kinase 1	GRK1	13		
PA40	G protein-coupled receptor kinase 2	GRK2	11	67266420 	67286558 
PA41	G protein-coupled receptor kinase 3	GRK3	22	25564894 	25729294 
PA28941	G protein-coupled receptor kinase 4	GRK4	4	2963504 	3040760 
PA180	G protein-coupled receptor kinase 5	GRK5	10	119207685 	119455619 
PA28942	G protein-coupled receptor kinase 6	GRK6	5	177426496 	177442849 
PA28943	G protein-coupled receptor kinase 6 pseudogene 1	GRK6P1	13	21319027 	21320826 
PA38433	G protein-coupled receptor kinase 7	GRK7	3	141763127 	141817373 
PA28990	glutamate metabotropic receptor 1	GRM1	6	146027634 	146437598 
PA28991	glutamate metabotropic receptor 2	GRM2	3	51707033 	51718616 
PA28992	glutamate metabotropic receptor 3	GRM3	7	86643914 	86864879 
PA28993	glutamate metabotropic receptor 4	GRM4	6	34018643 	34155622 
PA28994	glutamate metabotropic receptor 5	GRM5	11	88504576 	89065971 
PA28995	glutamate metabotropic receptor 6	GRM6	5	178978327 	178995123 
PA28996	glutamate metabotropic receptor 7	GRM7	3	6861097 	7743032 
PA28997	glutamate metabotropic receptor 8	GRM8	7	126438598 	127253294 
PA28998	granulin precursor	GRN	17	44345086 	44353106 
PA28999	gastrin releasing peptide	GRP	18	59219188 	59230774 
PA134918140	"GrpE like 1, mitochondrial"	GRPEL1	4	7058895 	7068210 
PA134885090	"GrpE like 2, mitochondrial"	GRPEL2	5	149345414 	149354583 
PA29002	gastrin releasing peptide receptor	GRPR	X	16123301 	16153518 
PA29003	G-rich RNA sequence binding factor 1	GRSF1	4	70815782 	70843274 
PA134908043	growth hormone regulated TBC protein 1	GRTP1	13	113324164 	113364158 
PA134897548	glutamate rich WD repeat containing 1	GRWD1	19	48445773 	48453907 
PA162390253	glutaredoxin and cysteine rich domain containing 1	GRXCR1	4	42893266 	43030658 
PA164720311	glutaredoxin and cysteine rich domain containing 2	GRXCR2	5	145858538 	145931673 
PA164724500	gamma-secretase activating protein	GSAP	7	77310751 	77416429 
PA29004	goosecoid homeobox	GSC	14	94768223 	94770162 
PA162390265	goosecoid homeobox 2	GSC2	22	19148991 	19150283 
PA162390274	gasdermin A	GSDMA	17	39962973 	39977880 
PA162390303	gasdermin B	GSDMB	17	39904595 	39919377 
PA162390324	gasdermin C	GSDMC	8	129705903 	129786888 
PA162390357	gasdermin D	GSDMD	8	143553387 	143563062 
PA27281	gasdermin E	GSDME	7	24698355 	24758020 
PA143485512	Gse1 coiled-coil protein	GSE1	16	85169512 	85676206 
PA134868096	germ cell associated 1	GSG1	12	13083537 	13103720 
PA145148734	GSG1 like	GSG1L	16	27787529 	28063509 
PA166181538	GSG1 like 2	GSG1L2		0 	0 
PA29008	glycogen synthase kinase 3 alpha	GSK3A	19	42230186 	42243330 
PA29009	glycogen synthase kinase 3 beta	GSK3B	3	119821321 	120094417 
PA134987554	GSK3B interacting protein	GSKIP	14	96363452 	96387290 
PA29011	gelsolin	GSN	9	121201082 	121332844 
PA142672312	GSN antisense RNA 1	GSN-AS1	9	121280768 	121285530 
PA29012	G1 to S phase transition 1	GSPT1	16	11868128 	11916662 
PA29013	G1 to S phase transition 2	GSPT2	X	51743385 	51746232 
PA29014	glutathione-disulfide reductase	GSR	8	30678061 	30727969 
PA29015	glutathione synthetase	GSS	20	34928433 	34956027 
PA29016	glutathione S-transferase alpha 1	GSTA1	6	52791380 	52803967 
PA29017	glutathione S-transferase alpha 2	GSTA2	6	52750087 	52763563 
PA29018	glutathione S-transferase alpha 3	GSTA3	6	52896639 	52909799 
PA29019	glutathione S-transferase alpha 4	GSTA4	6	52977948 	52995380 
PA134962856	glutathione S-transferase alpha 5	GSTA5	6	52831742 	52846095 
PA29020	"glutathione S-transferase alpha 6, pseudogene"	GSTA6P	6	52805446 	52813462 
PA144596427	glutathione S-transferase C-terminal domain containing	GSTCD	4	105708778 	105848023 
PA134948237	glutathione S-transferase kappa 1	GSTK1	7	143263429 	143269129 
PA182	glutathione S-transferase mu 1	GSTM1	1	109687796 	109693745 
PA29023	glutathione S-transferase mu 2	GSTM2	1	109668022 	109683997 
PA29024	glutathione S-transferase mu 3	GSTM3	1	109733932 	109741038 
PA29025	glutathione S-transferase mu 3 pseudogene 1	GSTM3P1	20	21501396 	21501969 
PA29026	glutathione S-transferase mu 4	GSTM4	1	109656076 	109665501 
PA29027	glutathione S-transferase mu 5	GSTM5	1	109711751 	109718268 
PA29022	glutathione S-transferase mu 5 pseudogene 1	GSTM5P1	3		
PA133787054	glutathione S-transferase omega 1	GSTO1	10	104254194 	104267464 
PA133787053	glutathione S-transferase omega 2	GSTO2	10	104267626 	104304948 
PA134909109	"glutathione S-transferase omega 3, pseudogene"	GSTO3P	3	130827638 	130828433 
PA29028	glutathione S-transferase pi 1	GSTP1	11	67583595 	67586653 
PA29029	glutathione S-transferase pi 1 pseudogene 1	GSTP1P1	12	55900300 	55900711 
PA183	glutathione S-transferase theta 1	GSTT1	22	270308 	278486 
PA29030	glutathione S-transferase theta 2 (gene/pseudogene)	GSTT2	22	23980028 	23983915 
PA162390358	glutathione S-transferase theta 2B (gene/pseudogene)	GSTT2B	22	23957414 	23961201 
PA166181539	glutathione S-transferase theta 4	GSTT4		0 	0 
PA29031	glutathione S-transferase zeta 1	GSTZ1	14	77320887 	77331597 
PA162390373	GS homeobox 1	GSX1	13	27792643 	27793952 
PA162390374	GS homeobox 2	GSX2	4	54100081 	54101955 
PA134892601	glycosyltransferase like domain containing 1	GTDC1	2	143945787 	144333092 
PA29033	general transcription factor IIA subunit 1	GTF2A1	14	81175452 	81221231 
PA162390383	general transcription factor IIA subunit 1 like	GTF2A1L	2	48617780 	48679609 
PA29034	general transcription factor IIA subunit 2	GTF2A2	15	59638062 	59657541 
PA29035	general transcription factor IIB	GTF2B	1	88852638 	88891944 
PA29036	general transcription factor IIE subunit 1	GTF2E1	3	120742711 	120783134 
PA29037	general transcription factor IIE subunit 2	GTF2E2	8	30578514 	30658241 
PA29038	general transcription factor IIF subunit 1	GTF2F1	19	6379569 	6393280 
PA29039	general transcription factor IIF subunit 2	GTF2F2	13	45119830 	45284105 
PA29040	"general transcription factor IIF, polypeptide 2 pseudogene 1"	GTF2F2P1	4	147506089 	147507227 
PA29041	general transcription factor IIH subunit 1	GTF2H1	11	18322269 	18367043 
PA29042	general transcription factor IIH subunit 2	GTF2H2	5	71035124 	71109278 
PA162390406	"general transcription factor IIH, polypeptide 2B (pseudogene)"	GTF2H2B	5	70415370 	70450362 
PA164720312	GTF2H2 family member C	GTF2H2C	5	69560136 	69592903 
PA164720349	"GTF2H2 family member C, copy 2"	GTF2H2C_2	5	965645 	997896 
PA29043	general transcription factor IIH subunit 3	GTF2H3	12	123633739 	123662604 
PA29044	general transcription factor IIH subunit 4	GTF2H4	6	30908200 	30914103 
PA134962077	general transcription factor IIH subunit 5	GTF2H5	6	158168316 	158199344 
PA29045	general transcription factor IIi	GTF2I	7	74657665 	74760692 
PA29046	"general transcription factor IIi, pseudogene 1"	GTF2IP1	7	75185383 	75237705 
PA134873575	"general transcription factor IIi, pseudogene 2"	GTF2IP2	21	13443352 	13462471 
PA29047	GTF2I repeat domain containing 1	GTF2IRD1	7	74453790 	74603070 
PA162390407	GTF2I repeat domain containing 2	GTF2IRD2	7	74796144 	74851576 
PA162390444	GTF2I repeat domain containing 2B	GTF2IRD2B	7	75092556 	75149817 
PA29048	general transcription factor IIIA	GTF3A	13	27424544 	27435709 
PA29052	general transcription factor IIIC subunit 1	GTF3C1	16	27460613 	27549930 
PA29053	general transcription factor IIIC subunit 2	GTF3C2	2	27325849 	27357034 
PA29054	general transcription factor IIIC subunit 3	GTF3C3	2	196763032 	196799768 
PA29055	general transcription factor IIIC subunit 4	GTF3C4	9	132670035 	132694955 
PA29056	general transcription factor IIIC subunit 5	GTF3C5	9	133030675 	133058503 
PA162390481	general transcription factor IIIC subunit 6	GTF3C6	6	110958560 	110967888 
PA29057	GTP binding protein 1	GTPBP1	22	38704561 	38738265 
PA162390482	GTP binding protein 10	GTPBP10	7	90346665 	90391455 
PA29058	GTP binding protein 2	GTPBP2	6	43620481 	43629246 
PA134883205	"GTP binding protein 3, mitochondrial"	GTPBP3	19	17334982 	17342731 
PA134922009	GTP binding protein 4	GTPBP4	10	988409 	1017768 
PA128394538	GTP binding protein 6 (putative)	GTPBP6	X	304750 	318819 
PA142671705	GTP binding protein 8 (putative)	GTPBP8	3	112989275 	113001966 
PA134887935	"Gilles de la Tourette syndrome chromosome region, candidate 1"	GTSCR1	18	70630519 	70650857 
PA29061	G2 and S-phase expressed 1	GTSE1	22	46295879 	46333699 
PA162390507	gametocyte specific factor 1	GTSF1	12	54455952 	54473602 
PA25775	gametocyte specific factor 1 like	GTSF1L	20	43726161 	43727135 
PA29062	guanylate cyclase activator 1A	GUCA1A	6	42155377 	42180083 
PA29063	guanylate cyclase activator 1B	GUCA1B	6	42183284 	42194956 
PA29064	guanylate cyclase activator 1C	GUCA1C	3	108907644 	108955195 
PA29065	guanylate cyclase activator 2A	GUCA2A	1	42162691 	42164724 
PA29066	guanylate cyclase activator 2B	GUCA2B	1	42153421 	42155824 
PA25882	guanylyl cyclase domain containing 1	GUCD1	22	24540423 	24555935 
PA29067	guanylate cyclase 1 soluble subunit alpha 1	GUCY1A1	4	155666710 	155737062 
PA186	guanylate cyclase 1 soluble subunit alpha 2	GUCY1A2	11	106674012 	107018445 
PA29068	guanylate cyclase 1 soluble subunit beta 1	GUCY1B1	4	155758973 	155807642 
PA185	"guanylate cyclase 1, soluble, beta 2 (pseudogene)"	GUCY1B2	13	50994511 	51066157 
PA29069	guanylate cyclase 2C	GUCY2C	12	14612632 	14696625 
PA187	"guanylate cyclase 2D, retinal"	GUCY2D	17	8002670 	8020340 
PA29070	"guanylate cyclase 2E, pseudogene"	GUCY2EP	11	76680166 	76721789 
PA29071	"guanylate cyclase 2F, retinal"	GUCY2F	X	109372061 	109482056 
PA162390535	"guanylate cyclase 2G, pseudogene"	GUCY2GP	10	112308178 	112356595 
PA143485485	"GUF1 homolog, GTPase"	GUF1	4	44678395 	44700685 
PA29072	guanylate kinase 1	GUK1	1	228139643 	228148955 
PA29073	guanylate kinase 2	GUK2	1		
PA29074	"gulonolactone (L-) oxidase, pseudogene"	GULOP	8	27577611 	27589073 
PA134993283	GULP PTB domain containing engulfment adaptor 1	GULP1	2	188291669 	188595926 
PA29075	glucuronidase beta	GUSB	7	65960684 	65982314 
PA147357981	"glucuronidase, beta pseudogene 1"	GUSBP1	5	21459480 	21589372 
PA134983339	"glucuronidase, beta pseudogene 2"	GUSBP2	6	26871487 	26956554 
PA134964286	"glucuronidase, beta pseudogene 4"	GUSBP4	6	57908553 	57936929 
PA142671703	"GTPase, very large interferon inducible pseudogene 1"	GVINP1	11	6713139 	6721879 
PA166181541	GVQW motif containing 3	GVQW3		0 	0 
PA165512868	glucoside xylosyltransferase 1	GXYLT1	12	42081845 	42144871 
PA165697418	glucoside xylosyltransferase 2	GXYLT2	3	72848522 	72975374 
PA29077	glycogenin 1	GYG1	3	148991408 	149027669 
PA29078	glycogenin 2	GYG2	X	2828712 	2882820 
PA29079	glycogenin 2 pseudogene 1	GYG2P1	Y	12406116 	12421590 
PA29080	glycophorin A (MNS blood group)	GYPA	4	144109303 	144140854 
PA29081	glycophorin B (MNS blood group)	GYPB	4	143995172 	144021860 
PA29082	glycophorin C (Gerbich blood group)	GYPC	2	126655935 	126696675 
PA29083	glycophorin E (MNS blood group)	GYPE	4	143870866 	143912291 
PA29084	glycogen synthase 1	GYS1	19	48968125 	48993353 
PA29085	glycogen synthase 2	GYS2	12	21536189 	21604858 
PA162390561	GDNF inducible zinc finger protein 1	GZF1	20	23361585 	23373062 
PA29086	granzyme A	GZMA	5	55102646 	55110252 
PA29087	granzyme B	GZMB	14	24630954 	24634226 
PA29088	granzyme H	GZMH	14	24606480 	24609763 
PA29089	granzyme K	GZMK	5	55024279 	55034132 
PA29090	granzyme M	GZMM	19	544034 	549920 
PA29091	"H19, imprinted maternally expressed transcript (non-protein coding)"	H19	11	1995176 	2001466 
PA29092	H1 histone family member 0	H1F0	22	37805107 	37807436 
PA29116	H2A histone family member X	H2AFX	11	119093874 	119095467 
PA29140	H3 histone family member 3B	H3F3B	17	75776434 	75779935 
PA29170	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase	H6PD	1	9234767 	9271337 
PA29171	"3-hydroxyanthranilate 3,4-dioxygenase"	HAAO	2	42766198 	42794359 
PA29172	hyaluronan binding protein 2	HABP2	10	113550831 	113589602 
PA38434	hyaluronan binding protein 4	HABP4	9	96450155 	96491336 
PA33982	3-hydroxyacyl-CoA dehydratase 1	HACD1	10	17589959 	17617374 
PA33983	3-hydroxyacyl-CoA dehydratase 2	HACD2	3	123491548 	123585093 
PA142671113	3-hydroxyacyl-CoA dehydratase 3	HACD3	15	65530489 	65578355 
PA142671114	3-hydroxyacyl-CoA dehydratase 4	HACD4	9	21003621 	21031712 
PA134983914	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1	HACE1	6	104682670 	104859919 
PA142671172	2-hydroxyacyl-CoA lyase 1	HACL1	3	15560704 	15601852 
PA29173	hydroxyacyl-CoA dehydrogenase	HADH	4	107989714 	108035175 
PA29175	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	HADHA	2	26190635 	26244726 
PA29176	"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit pseudogene 1"	HADHAP1	4	165403687 	165406384 
PA29177	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta	HADHB	2	26244748 	26290465 
PA29179	hydroxyacylglutathione hydrolase	HAGH	16	1809099 	1827194 
PA29180	hydroxyacylglutathione hydrolase like	HAGHL	16	726936 	729746 
PA29181	histidine ammonia-lyase	HAL	12	95972662 	95996365 
PA29182	hepcidin antimicrobial peptide	HAMP	19	35282346 	35285143 
PA29183	heart and neural crest derivatives expressed 1	HAND1	5	154474972 	154478264 
PA29184	heart and neural crest derivatives expressed 2	HAND2	4	173526501 	173530227 
PA29185	hydroxyacid oxidase 1	HAO1	20	7882984 	7940446 
PA29186	hydroxyacid oxidase 2	HAO2	1	119361913 	119394130 
PA29188	huntingtin associated protein 1	HAP1	17	41722639 	41734646 
PA26901	hyaluronan and proteoglycan link protein 1	HAPLN1	5	83638198 	83721210 
PA134878581	hyaluronan and proteoglycan link protein 2	HAPLN2	1	156601504 	156626608 
PA134919215	hyaluronan and proteoglycan link protein 3	HAPLN3	15	88877285 	88895626 
PA134886721	hyaluronan and proteoglycan link protein 4	HAPLN4	19	19255641 	19262787 
PA162390575	highly accelerated region 1A (non-protein coding)	HAR1A	20	63101292 	63104385 
PA162390576	highly accelerated region 1B (non-protein coding)	HAR1B	20	63095493 	63102319 
PA162390577	harbinger transposase derived 1	HARBI1	11	46603027 	46617651 
PA29191	histidyl-tRNA synthetase	HARS	5	140673904 	140691727 
PA29192	"histidyl-tRNA synthetase 2, mitochondrial"	HARS2	5	140691426 	140699318 
PA29194	hyaluronan synthase 1	HAS1	19	51713112 	51723992 
PA29195	hyaluronan synthase 2	HAS2	8	121613031 	121641390 
PA162390578	HAS2 antisense RNA 1	HAS2-AS1	8	121639346 	121645325 
PA29196	hyaluronan synthase 3	HAS3	16	69105564 	69118719 
PA134909705	histone H3 associated protein kinase	HASPIN	17	3723903 	3726699 
PA29197	histone acetyltransferase 1	HAT1	2	171922425 	171983686 
PA165429013	HAUS augmin like complex subunit 1	HAUS1	18	46104332 	46128333 
PA165479051	HAUS augmin like complex subunit 2	HAUS2	15	42548813 	42569994 
PA165664132	HAUS augmin like complex subunit 3	HAUS3	4	2231836 	2242164 
PA165478984	HAUS augmin like complex subunit 4	HAUS4	14	22946228 	22957142 
PA165393415	HAUS augmin like complex subunit 5	HAUS5	19	35612744 	35625349 
PA165585815	HAUS augmin like complex subunit 6	HAUS6	9	19053137 	19102942 
PA165756645	HAUS augmin like complex subunit 7	HAUS7	X	153447665 	153495525 
PA165393466	HAUS augmin like complex subunit 8	HAUS8	19	17049761 	17075533 
PA134924567	hepatitis A virus cellular receptor 1	HAVCR1	5	156979443 	157059119 
PA134883425	hepatitis A virus cellular receptor 2	HAVCR2	5	157085832 	157109237 
PA142671700	HCLS1 associated protein X-1	HAX1	1	154272563 	154275875 
PA29198	hemoglobin subunit alpha 1	HBA1	16	176651 	177522 
PA29199	hemoglobin subunit alpha 2	HBA2	16	172847 	173710 
PA29200	"hemoglobin, alpha pseudogene 1"	HBAP1	16	168641 	169452 
PA29202	hemoglobin subunit beta	HBB	11	5225466 	5227071 
PA29203	"hemoglobin, beta pseudogene 1"	HBBP1	11	5241954 	5243592 
PA29204	hemoglobin subunit delta	HBD	11	5232829 	5234628 
PA29205	hemoglobin subunit epsilon 1	HBE1	11	5268350 	5270143 
PA27513	heparin binding EGF like growth factor	HBEGF	5	140332843 	140346603 
PA29206	hemoglobin subunit gamma 1	HBG1	11	5248272 	5249857 
PA29207	hemoglobin subunit gamma 2	HBG2	11	5253191 	5254781 
PA29201	hemoglobin subunit mu	HBM	16	165974 	166768 
PA134901346	HMG-box transcription factor 1	HBP1	7	107168961 	107202529 
PA29208	hemoglobin subunit theta 1	HBQ1	16	180334 	181179 
PA29209	HBS1 like translational GTPase	HBS1L	6	134960378 	135054898 
PA29212	hemoglobin subunit zeta	HBZ	16	142422 	154511 
PA29213	"hemoglobin, zeta pseudogene 1"	HBZP1	16	163067 	165205 
PA28925	hydroxycarboxylic acid receptor 1	HCAR1	12	122727606 	122730582 
PA165961843	hydroxycarboxylic acid receptor 2	HCAR2	12	122701293 	122703357 
PA165512827	hydroxycarboxylic acid receptor 3	HCAR3	12	122714756 	122716892 
PA29214	holocytochrome c synthase	HCCS	X	11111286 	11123086 
PA29215	host cell factor C1	HCFC1	X	153947556 	153971833 
PA134951485	host cell factor C1 regulator 1	HCFC1R1	16	3022620 	3024286 
PA134868925	host cell factor C2	HCFC2	12	104064458 	104108954 
PA134973711	HLA complex group 11 (non-protein coding)	HCG11	6	26521706 	26527393 
PA134951758	HLA complex group 13 pseudogene	HCG13P	6		
PA134898948	HLA complex group 14 (non-protein coding)	HCG14	6	28896530 	28897320 
PA134866422	HLA complex group 15 (non-protein coding)	HCG15	6		
PA134883976	HLA complex group 17 (non-protein coding)	HCG17	6	30234039 	30326134 
PA134917494	HLA complex group 18 (non-protein coding)	HCG18	6	30287397 	30327156 
PA134959660	HLA complex group 19 pseudogene	HCG19P	6		
PA134978345	HLA complex group 20 (non-protein coding)	HCG20	6		
PA134970730	HLA complex group 21 (non-protein coding)	HCG21	6		
PA134876212	HLA complex group 22 (gene/pseudogene)	HCG22	6	31053450 	31059890 
PA134909201	HLA complex group 23 (non-protein coding)	HCG23	6	32390510 	32393691 
PA134867980	HLA complex group 24 (non-protein coding)	HCG24	6		
PA134898257	HLA complex group 25 (non-protein coding)	HCG25	6	33249536 	33254890 
PA134891379	HLA complex group 26 (non-protein coding)	HCG26	6	31471229 	31472408 
PA134918966	HLA complex group 27 (non-protein coding)	HCG27	6	31197760 	31203968 
PA134906359	HLA complex group 4 (non-protein coding)	HCG4	6	29791031 	29793073 
PA134990504	HLA complex group 4B (non-protein coding)	HCG4B	6	29924592 	29927215 
PA134960001	HLA complex group 4 pseudogene 1	HCG4P1	6		
PA134980625	HLA complex group 4 pseudogene 11	HCG4P11	6	29721178 	29722167 
PA134952476	HLA complex group 4 pseudogene 2	HCG4P2	6		
PA134864741	HLA complex group 4 pseudogene 3	HCG4P3	6	30004845 	30005828 
PA134974071	HLA complex group 4 pseudogene 4	HCG4P4	6	29955205 	29955633 
PA134963342	HLA complex group 4 pseudogene 5	HCG4P5	6	29940912 	29941801 
PA134981302	HLA complex group 4 pseudogene 7	HCG4P7	6	29886110 	29887007 
PA134903354	HLA complex group 4 pseudogene 8	HCG4P8	6	29826129 	29827114 
PA134861088	HLA complex group 4 pseudogene 9	HCG4P9	6	29798424 	29800126 
PA134986814	HLA complex group 9 (non-protein coding)	HCG9	6	29975115 	29978403 
PA134900960	HLA complex group 9 pseudogene 1	HCG9P1	6		
PA134894543	HLA complex group 9 pseudogene 2	HCG9P2	6		
PA134926637	HLA complex group 9 pseudogene 3	HCG9P3	6		
PA134950035	HLA complex group 9 pseudogene 5	HCG9P5	6	29748254 	29748648 
PA29216	"HCK proto-oncogene, Src family tyrosine kinase"	HCK	20	32052188 	32101856 
PA29220	hematopoietic cell-specific Lyn substrate 1	HCLS1	3	121631398 	121660948 
PA77	hyperpolarization activated cyclic nucleotide gated potassium channel 1	HCN1	5	45254950 	45696118 
PA78	hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2	HCN2	19	589893 	617159 
PA38821	hyperpolarization activated cyclic nucleotide gated potassium channel 3	HCN3	1	155277427 	155289848 
PA394	hyperpolarization activated cyclic nucleotide gated potassium channel 4	HCN4	15	73319859 	73369264 
PA134951826	HLA complex P5 (non-protein coding)	HCP5	6	31463180 	31465809 
PA134865940	HLA complex P5B (non-protein coding)	HCP5B	6		
PA29221	hypocretin neuropeptide precursor	HCRT	17	42184060 	42185452 
PA29222	hypocretin receptor 1	HCRTR1	1	31617700 	31632518 
PA29223	hypocretin receptor 2	HCRTR2	6	55174273 	55284698 
PA134956649	hematopoietic cell signal transducer	HCST	19	35902365 	35904271 
PA29226	histone deacetylase 1	HDAC1	1	32292103 	32333628 
PA38297	histone deacetylase 10	HDAC10	22	50245183 	50251405 
PA38793	histone deacetylase 11	HDAC11	3	13480171 	13506424 
PA29227	histone deacetylase 2	HDAC2	6	113936156 	113971195 
PA29228	histone deacetylase 3	HDAC3	5	141620876 	141636860 
PA29229	histone deacetylase 4	HDAC4	2	239048168 	239401647 
PA29230	histone deacetylase 5	HDAC5	17	44076753 	44123646 
PA29231	histone deacetylase 6	HDAC6	X	48801377 	48824982 
PA162390579	histone deacetylase 7	HDAC7	12	47782710 	47820612 
PA37766	histone deacetylase 8	HDAC8	X	72329516 	72573103 
PA38377	histone deacetylase 9	HDAC9	7	18086942 	19003745 
PA29233	histidine decarboxylase	HDC	15	50241945 	50266049 
PA134943525	HD domain containing 2	HDDC2	6	125274934 	125302141 
PA142671696	HD domain containing 3	HDDC3	15	90930918 	90932569 
PA29234	heparin binding growth factor	HDGF	1	156742107 	156752448 
PA134981303	HDGF like 1	HDGFL1	6	22569449 	22570521 
PA166181542	HDGF like 2	HDGFL2		0 	0 
PA166181543	HDGF like 3	HDGFL3		0 	0 
PA134929105	hepatoma-derived growth factor pseudogene 1	HDGFP1	X	131646640 	131648237 
PA134952019	haloacid dehalogenase like hydrolase domain containing 2	HDHD2	18	47107402 	47150520 
PA134868152	haloacid dehalogenase like hydrolase domain containing 3	HDHD3	9	113373416 	113377009 
PA26386	haloacid dehalogenase like hydrolase domain containing 5	HDHD5	22	17137520 	17165287 
PA29235	high density lipoprotein binding protein	HDLBP	2	241227264 	241315842 
PA162390630	highly divergent homeobox	HDX	X	84317874 	84502578 
PA142671697	HEAT repeat containing 1	HEATR1	1	236549005 	236604541 
PA144596426	HEAT repeat containing 3	HEATR3	16	50065970 	50107268 
PA162390631	HEAT repeat containing 4	HEATR4	14	73478484 	73634418 
PA162390632	HEAT repeat containing 5A	HEATR5A	14	31291788 	31420582 
PA162390697	HEAT repeat containing 5B	HEATR5B	2	36980999 	37084384 
PA162390774	HEAT repeat containing 6	HEATR6	17	60041363 	60078931 
PA142672249	HEAT repeat containing 9	HEATR9	17	35854946 	35868891 
PA29236	heme binding protein 1	HEBP1	12	12974864 	13000309 
PA25935	heme binding protein 2	HEBP2	6	138404199 	138415593 
PA134977625	"hdc homolog, cell cycle regulator"	HECA	6	139135112 	139180809 
PA134989284	HECT domain E3 ubiquitin protein ligase 1	HECTD1	14	31100115 	31208060 
PA134933711	HECT domain E3 ubiquitin protein ligase 2	HECTD2	10	91409280 	91514829 
PA142671698	HECT domain E3 ubiquitin protein ligase 3	HECTD3	1	45002548 	45011355 
PA143485380	HECT domain E3 ubiquitin protein ligase 4	HECTD4	12	112160188 	112382092 
PA134964191	"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1"	HECW1	7	43112580 	43566001 
PA134925001	"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"	HECW2	2	196194382 	196593692 
PA142671699	heart development protein with EGF like domains 1	HEG1	3	124965710 	125055958 
PA134987279	DNA helicase B	HELB	12	66302545 	66343643 
PA35054	"helicase, lymphoid specific"	HELLS	10	94545767 	94613905 
PA164720529	"helicase, POLQ like"	HELQ	4	83407343 	83455883 
PA162390819	helt bHLH transcription factor	HELT	4	185018841 	185021265 
PA29238	helicase with zinc finger	HELZ	17	67070438 	67245989 
PA166048993	helicase with zinc finger 2	HELZ2	20	63558086 	63574239 
PA38458	hemogen	HEMGN	9	97926791 	97944915 
PA134884011	HemK methyltransferase family member 1	HEMK1	3	50569152 	50589050 
PA128394748	HEN methyltransferase 1	HENMT1	1	108648288 	108661526 
PA162390830	hepatic and glial cell adhesion molecule	HEPACAM	11	124919244 	124936412 
PA162390849	HEPACAM family member 2	HEPACAM2	7	93188586 	93232297 
PA29241	hephaestin	HEPH	X	66162526 	66267389 
PA134873144	hephaestin like 1	HEPHL1	11	94021212 	94114208 
PA162390850	"hepatocellular carcinoma, down-regulated 1"	HEPN1	11	124919250 	124920677 
PA29242	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	HERC1	15	63608618 	63833964 
PA29243	HECT and RLD domain containing E3 ubiquitin protein ligase 2	HERC2	15	28111037 	28322173 
PA29244	hect domain and RLD 2 pseudogene 1	HERC2P1	15	28328485 	28335177 
PA29245	hect domain and RLD 2 pseudogene 2	HERC2P2	15	22494837 	22590831 
PA29246	hect domain and RLD 2 pseudogene 3	HERC2P3	15	20408396 	20506180 
PA29247	hect domain and RLD 2 pseudogene 4	HERC2P4	16	32170043 	32188113 
PA29248	hect domain and RLD 2 pseudogene 5	HERC2P5	16	32741244 	32775468 
PA29249	hect domain and RLD 2 pseudogene 6	HERC2P6	15	23430839 	23435219 
